Barnets	Barnets
glede	glede
av	av
å	å
lese	lese
Bibelen	Bibelen
,	$,
som	som
er	være
en	en
utrolig	utrolig
samling	samling
av	av
sterke	sterk
historier	historie
.	$.

Filmen	film
bygger	bygge
på	på
en	en
tekst	tekst
om	om
tilgivelse	tilgivelse
.	$.

-	$-
Du	du
har	ha
sagt	si
at	at
du	du
ikke	ikke
tror	tro
på	på
tilgivelse	tilgivelse
?	$?

-	$-
Jeg	jeg
tror	tro
ikke	ikke
på	på
tilgivelse	tilgivelse
som	som
fenomen	fenomen
.	$.

Kirken	kirke
prediker	prediker
tilgivelse	tilgivelse
som	som
selve	selve
terskelen	terskel
vi	vi
må	måtte
over	over
for	for
å	å
komme	komme
videre	vid
.	$.

For	for
noen	noen
er	være
det	det
å	å
komme	komme
gjennom	gjennom
den	den
tilgivelsesbiten	tilgivelsesbiten
så	så
enormt	enorm
svært	svær
at	at
det	det
kan	kunne
virke	virke
lammende	lammende
.	$.

De	de
klarer	klare
ikke	ikke
å	å
tilgi	tilgi
,	$,
og	og
det	det
kan	kunne
jeg	jeg
forstå	forstå
.	$.

-	$-
Hva	hva
foreslår	foreslå
du	du
?	$?

-	$-
En	en
forsoningsprosess	forsoningsprosess
.	$.

En	en
av	av
de	de
innsatte	innsatte
på	på
Ila	Ila
sitter	sitte
der	der
for	for
å	å
ha	ha
drept	drepe
tre	tre
mennesker	menneske
.	$.

Han	han
fortalte	fortelle
meg	jeg
at	at
etter	etter
det	det
siste	sist
drapet	drap
,	$,
ble	bli
han	han
oppsøkt	oppsøke
og	og
konfrontert	konfrontere
med	med
de	de
etterlatte	etterlatte
.	$.

Et	en
møte	møte
som	som
endret	endre
hele	hel
hans	hans
bane	bane
.	$.

Nå	nå
sitter	sitte
han	han
bare	bare
der	der
og	og
skulle	skulle
ønske	ønske
at	at
et	en
sånt	sånn
møte	møte
kunne	kunne
ha	ha
skjedd	skje
etter	etter
at	at
han	han
drepte	drepe
for	for
første	første
gang	gang
.	$.

«	$"
Hawaii	Hawaii
,	$,
Oslo	Oslo
»	$"
ble	bli
sett	se
av	av
190	190
000	000
nordmenn	nordmann
på	på
kino	kino
i	i
2004	2004
,	$,
og	og
ble	bli
den	den
mest	mye
solgte	selge
filmen	film
på	på
dvd	dvd
det	det
året	år
.	$.

Den	den
fikk	få
19	19
seksere	sekser
,	$,
Filmkritikerprisen	Filmkritikerprisen
og	og
var	være
Norges	Norge
kandidat	kandidat
til	til
Oscar	Oscar
.	$.

Den	den
ble	bli
også	også
en	en
publikumsfavoritt	publikumsfavoritt
i	i
Polen	Polen
,	$,
der	der
den	den
ble	bli
kåret	kåre
til	til
beste	god
utenlandske	utenlandsk
film	film
.	$.

Blant	blant
annet	annen
.	$.

Og	og
regissøren	regissøren
som	som
trodde	tro
han	han
hadde	ha
laget	lage
en	en
smal	smal
film	film
.	$.

-	$-
Jeg	jeg
lager	lage
de	de
filmene	film
jeg	jeg
har	ha
lyst	lyst
å	å
se	se
selv	selv
.	$.

Å	å
lage	lage
noe	noe
som	som
bare	bare
skulle	skulle
være	være
kommersielt	kommersiell
hadde	ha
jeg	jeg
ikke	ikke
klart	klare
.	$.

Jeg	jeg
vil	ville
fortelle	fortelle
historier	historie
som	som
både	både
underholder	underholder
,	$,
og	og
som	som
tør	tørre
å	å
ha	ha
noe	noe
på	på
hjertet	hjerte
.	$.

-	$-
Du	du
er	være
ikke	ikke
redd	redd
for	for
å	å
bruke	bruke
store	stor
ord	ord
?	$?

-	$-
Uff	Uff
,	$,
ja	ja
.	$.

-	$-
Uff	Uff
?	$?

-	$-
Ja	ja
,	$,
den	den
svulstigheten	svulstigheten
...	$...

Jeg	jeg
ser	se
at	at
jeg	jeg
kan	kunne
framstå	framstå
litt	litt
vel	vel
selvhøytidelig	selvhøytidelig
.	$.

At	at
jeg	jeg
liksom	liksom
er	være
den	den
som	som
tar	ta
på	på
seg	seg
ansvaret	ansvar
med	med
å	å
fortelle	fortelle
de	de
store	stor
tingene	ting
.	$.

-	$-
At	at
andre	annen
regissører	regissører
kaller	kalle
deg	du
pompøs	pompøs
;	$;
kan	kunne
det	det
også	også
skyldes	skyldes
misunnelse	misunnelse
?	$?

-	$-
Tja	tja
,	$,
jeg	jeg
vet	vite
ikke	ikke
.	$.

Kanskje	kanskje
.	$.

Men	men
noen	noen
ganger	gang
tenker	tenke
jeg	jeg
også	også
at	at
«	$"
nå	nå
virker	virke
jeg	jeg
utrolig	utrolig
pompøs	pompøs
»	$"
.	$.

-	$-
Sier	si
folk	folk
det	det
til	til
deg	du
?	$?

-	$-
Det	det
er	være
i	i
fylla	fyll
jeg	jeg
får	få
høre	høre
det	det
.	$.

Da	da
kommer	komme
de	de
bort	bort
til	til
meg	jeg
,	$,
alle	all
de	de
som	som
ellers	ellers
aldri	aldri
snakker	snakke
til	til
meg	jeg
.	$.

-	$-
Hvem	hvem
da	da
?	$?

-	$-
Andre	annen
regissører	regissører
.	$.

Men	men
jeg	jeg
kan	kunne
skjønne	skjønne
det	det
.	$.

Kampen	kamp
om	om
midler	middel
og	og
om	om
å	å
få	få
en	en
posisjon	posisjon
til	til
å	å
lage	lage
disse	disse
filmene	film
,	$,
er	være
beinhard	beinhard
.	$.

Og	og
når	når
du	du
attpåtil	attpåtil
kommer	komme
i	i
media	medium
...	$...
,	$,
klart	klar
det	det
provoserer	provoserer
.	$.

-	$-
Men	men
er	være
du	du
pompøs	pompøs
?	$?

Erik	Erik
Poppe	Poppe
har	ha
tatt	ta
av	av
seg	seg
brillene	brille
,	$,
reist	reise
seg	seg
fra	fra
sofaen	sofa
,	$,
og	og
kneler	knele
foran	foran
peisen	peis
.	$.

Han	han
river	river
flak	flak
av	av
avisa	avis
The	The
Guardian	Guardian
,	$,
blåser	blåse
fyr	fyr
i	i
slukne	slukne
flammer	flamme
og	og
sier	si
:	$:

-	$-
Jo	jo
da	da
.	$.

Jeg	jeg
kan	kunne
se	se
meg	jeg
selv	selv
som	som
litt	litt
pompøs	pompøs
.	$.

-	$-
Er	være
det	det
å	å
føle	føle
blitt	bli
et	en
skjellsord	skjellsord
i	i
norsk	norsk
film	film
?	$?

-	$-
Føling	Føling
i	i
fjæra	fjæra
,	$,
ja	ja
.	$.

Jeg	jeg
må	måtte
jo	jo
være	være
kongen	konge
av	av
det	det
.	$.

Det	det
var	være
Harald	Harald
Zwart	Zwart
som	som
på	på
1990-tallet	1990-tall
fant	finne
det	det
helt	hel
nødvendig	nødvendig
å	å
mobbe	mobbe
norsk	norsk
film	film
.	$.

Han	han
lanserte	lansere
begrepet	begrep
«	$"
Føling	Føling
i	i
fjæra	fjæra
»	$"
,	$,
og	og
lagde	lage
filmene	film
«	$"
Lange	Lange
,	$,
flate	flat
ballær	ballær
»	$"
.	$.

-	$-
Jeg	jeg
kjenner	kjenne
Harald	Harald
godt	god
,	$,
og	og
han	han
er	være
på	på
ingen	ingen
måte	måte
en	en
primitiv	primitiv
fyr	fyr
.	$.

Han	han
inntar	innta
en	en
rolle	rolle
,	$,
men	men
er	være
langt	lang
mer	mye
oppegående	oppegående
enn	enn
han	han
liker	like
å	å
framstille	framstille
seg	seg
selv	selv
som	som
i	i
media	medium
.	$.

-	$-
Liker	like
du	du
«	$"
lange	lang
,	$,
flate	flat
ballær	ballær
»	$"
-filmene	-filmene
?	$?

-	$-
Nei	nei
,	$,
jeg	jeg
gjør	gjøre
jo	jo
ikke	ikke
det	det
.	$.

Men	men
det	det
ville	ville
vært	være
et	en
tap	tap
om	om
ikke	ikke
også	også
de	de
filmene	film
hadde	ha
blitt	bli
laget	lage
.	$.

Dessuten	dessuten
tror	tro
jeg	jeg
ikke	ikke
at	at
de	de
som	som
elsker	elske
«	$"
Lange	Lange
,	$,
flate	flat
,	$,
ballær	ballær
»	$"
kommer	komme
og	og
ser	se
«	$"
deUSYNLIGE	deUSYNLIGE
»	$"
.	$.

-	$-
Er	være
ikke	ikke
det	det
litt	litt
fordomsfullt	fordomsfullt
sagt	si
?	$?

-	$-
Nei	nei
,	$,
det	det
er	være
bare	bare
forskjellige	forskjellig
historier	historie
.	$.

Jeg	jeg
ser	se
på	på
ingen	ingen
måte	måte
ned	ned
på	på
dem	de
som	som
ser	se
de	de
filmene	film
.	$.

Fra	fra
skrivebordet	skrivebordet
i	i
stua	stue
møter	møte
vi	vi
blikket	blikk
til	til
en	en
mann	mann
som	som
likner	likne
på	på
filmregissøren	filmregissøren
.	$.

Det	det
er	være
en	en
byste	byste
av	av
faren	fare
,	$,
Per	Per
,	$,
laget	lage
av	av
kunstneren	kunstner
Nina	Nina
Sundby	Sundby
.	$.

-	$-
Du	du
ser	se
likhetene	likhet
?	$?

Samme	samme
flotte	flott
,	$,
høye	høy
panna	panne
.	$.

Det	det
er	være
vårt	vår
varemerke	varemerke
,	$,
sier	si
Poppe	Poppe
,	$,
som	som
i	i
tillegg	tillegg
har	ha
valgt	velge
å	å
la	legge
krøllene	krøllene
som	som
er	være
igjen	igjen
ved	ved
sidene	side
vokse	vokse
utover	utover
.	$.

Per	Per
Frølich	Frølich
Poppe	Poppe
døde	dø
like	like
før	før
«	$"
Hawaii	Hawaii
,	$,
Oslo	Oslo
»	$"
var	være
ferdig	ferdig
.	$.

Savnet	Savnet
etter	etter
faren	fare
er	være
stadig	stadig
like	like
sterkt	sterk
.	$.

Erik	Erik
var	være
bare	bare
14	14
år	år
da	da
foreldrene	forelder
skilte	skille
seg	seg
.	$.

Han	han
ble	bli
boende	bo
hos	hos
faren	fare
,	$,
storesøstera	storesøstera
hos	hos
mora	mor
.	$.

I	i
mange	mange
år	år
var	være
faren	fare
landets	land
ledende	lede
designer	designer
i	i
sportsklær	sportsklær
,	$,
og	og
mannen	mann
bak	bak
merkene	merke
«	$"
SkiPeer	SkiPeer
»	$"
og	og
«	$"
Pierre	Pierre
Sport	Sport
»	$"
.	$.

Han	han
leverte	levere
klær	klær
til	til
kongehuset	kongehuset
,	$,
NRK	NRK
og	og
de	de
norske	norsk
OL-troppene	OL-troppene
.	$.

Allerede	allerede
i	i
1959	1959
ble	bli
han	han
av	av
Aftenposten	Aftenposten
omtalt	omtale
som	som
«	$"
Nord-Norges	Nord-Norges
Dior	Dior
»	$"
.	$.

Han	han
vakte	vekke
oppsikt	oppsikt
da	da
han	han
kledde	kle
opp	opp
den	den
norske	norsk
vintertroppen	vintertroppen
i	i
sølvfarget	sølvfarget
boblestoff	boblestoff
i	i
Grenoble-OL	Grenoble-OL
i	i
1968	1968
.	$.

-	$-
Som	som
person	person
var	være
han	han
veldig	veldig
lite	lite
jålete	jålete
,	$,
og	og
skrøt	skryte
aldri	aldri
av	av
jobben	jobb
med	med
kongehuset	kongehuset
.	$.

Han	han
var	være
en	en
livskunstner	livskunstner
som	som
hadde	ha
mange	mange
ålreite	ålreit
verdier	verdi
,	$,
men	men
var	være
aldri	aldri
noen	noen
god	god
forretningsmann	forretningsmann
.	$.

På	på
et	en
tidspunkt	tidspunkt
ble	bli
han	han
sliten	sliten
,	$,
solgte	selge
hele	hel
firmaet	firma
og	og
gikk	gå
omtrent	omtrent
i	i
null	null
.	$.

I	i
denne	denne
familien	familie
har	ha
alle	all
pengene	penge
blitt	bli
brukt	bruke
opp	opp
i	i
hvert	hver
slektsledd	slektsledd
.	$.

Faren	fare
startet	starte
Cafe	Cafe
Frölich	Frölich
,	$,
som	som
var	være
en	en
folkelig	folkelig
utgave	utgave
av	av
Theatercaféen	Theatercaféen
.	$.

Per	Per
Frølich	Frølich
Poppe	Poppe
ble	bli
kjent	kjenne
som	som
Oslos	Oslo
hyggeligste	hyggeligste
krovert	krovert
,	$,
ble	bli
kalt	kalle
gladjazzens	gladjazzens
Aage	Aage
Samuelsen	Samuelsen
,	$,
introduserte	introdusere
karaoke	karaoke
i	i
Norge	Norge
,	$,
og	og
engasjerte	engasjere
seg	seg
for	for
at	at
uoppdagede	uoppdagede
talenter	talent
skulle	skulle
få	få
utfolde	utfolde
seg	seg
på	på
scenen	scene
.	$.

-	$-
Hva	hva
arvet	arve
du	du
fra	fra
ham	han
?	$?

-	$-
At	at
man	man
må	måtte
gjøre	gjøre
det	det
man	man
har	ha
lyst	lyst
til	til
.	$.

Og	og
at	at
det	det
å	å
gjøre	gjøre
noe	noe
bra	bra
for	for
andre	annen
,	$,
er	være
å	å
gjøre	gjøre
noe	noe
bra	bra
selv	selv
.	$.

Erik	Erik
Poppe	Poppe
var	være
25	25
år	år
og	og
hadde	ha
lagt	legge
seg	seg
ned	ned
for	for
å	å
sove	sove
.	$.

Vi	vi
er	være
tilbake	tilbake
i	i
romjula	romjula
1985	1985
.	$.

Det	det
var	være
kjæresten	kjæreste
som	som
fant	finne
ham	han
.	$.

Turen	tur
til	til
Colombia	Colombia
hadde	ha
gitt	gi
ham	han
en	en
alvorlig	alvorlig
infeksjon	infeksjon
,	$,
og	og
han	han
endte	ende
i	i
isolat	isolat
på	på
Ullevål	Ullevål
sykehus	sykehus
.	$.

Et	en
virus	virus
gjorde	gjøre
ham	han
til	til
sykehuspasient	sykehuspasient
i	i
tre	tre
måneder	måned
.	$.

Det	det
var	være
da	da
tankene	tanke
kom	komme
:	$:

Var	være
det	det
dette	dette
han	han
skulle	skulle
gjøre	gjøre
resten	rest
av	av
livet	liv
?	$?

Var	være
dette	dette
drømmen	drøm
?	$?

Nei	nei
,	$,
det	det
var	være
ikke	ikke
det	det
.	$.

Siden	siden
han	han
som	som
liten	liten
gutt	gutt
så	se
Johnny	Johnny
Weizüller	Weizüller
som	som
Tarzan	Tarzan
på	på
Rosenborg	Rosenborg
kino	kino
i	i
Sporveisgata	Sporveisgata
,	$,
hadde	ha
han	han
vært	være
fengslet	fengsle
av	av
filmen	film
.	$.

Han	han
hadde	ha
fast	fast
jobb	jobb
i	i
VG	VG
,	$,
og	og
var	være
fast	fast
bestemt	bestemt
på	på
å	å
slutte	slutte
.	$.

Han	han
ville	ville
fortelle	fortelle
sine	sin
egne	egen
historier	historie
,	$,
ikke	ikke
ta	ta
bilder	bilde
av	av
andres	annen
.	$.

To	to
år	år
etter	etter
kom	komme
han	han
inn	inn
på	på
Dramatiska	Dramatiska
Institutet	Institutet
i	i
Stockholm	Stockholm
som	som
filmfotograf	filmfotograf
.	$.

Skolen	skole
tok	ta
opp	opp
tre	tre
studenter	student
annethvert	annethvert
år	år
.	$.

Etter	etter
en	en
tid	tid
fikk	få
han	han
tilsendt	tilsendt
en	en
pakke	pakke
fra	fra
VG	VG
.	$.

Det	det
var	være
en	en
eske	eske
full	full
av	av
hans	hans
egne	egen
bilder	bilde
fra	fra
krig	krig
og	og
katastrofer	katastrofer
.	$.

Følelser	Følelser
han	han
ikke	ikke
hadde	ha
kjent	kjenne
på	på
tidligere	tidlig
kom	komme
med	med
voldsom	voldsom
kraft	kraft
.	$.

-	$-
Jeg	jeg
hadde	ha
fortrengt	fortrengt
så	så
mange	mange
inntrykk	inntrykk
,	$,
alt	alt
lå	ligge
inni	inni
pilleboksen	pilleboksen
.	$.

Det	det
var	være
veldig	veldig
tøft	tøff
for	for
meg	jeg
å	å
gå	gå
de	de
rundene	rundene
,	$,
å	å
skjønne	skjønne
hva	hva
jeg	jeg
virkelig	virkelig
hadde	ha
vært	være
med	med
på	på
.	$.

I	i
VG	VG
hadde	ha
jeg	jeg
blitt	bli
bråmoden	bråmoden
.	$.

På	på
den	den
tida	tid
gikk	gå
jeg	jeg
på	på
betablokker	betablokker
,	$,
noe	noe
jeg	jeg
hadde	ha
gjort	gjøre
siden	siden
jeg	jeg
fikk	få
hjerteflimmer	hjerteflimmer
som	som
14-åring	14-åring
.	$.

Betablokker	Betablokker
er	være
visstnok	visstnok
ikke	ikke
farlig	farlig
,	$,
men	men
du	du
blir	bli
veldig	veldig
rolig	rolig
av	av
det	det
.	$.

De	de
gjorde	gjøre
noe	noe
med	med
min	min
personlighet	personlighet
,	$,
de	de
tok	ta
toppene	topp
.	$.

Jeg	jeg
var	være
nok	nok
ikke	ikke
alltid	alltid
i	i
kontakt	kontakt
med	med
egne	egen
følelser	følelse
,	$,
og	og
jeg	jeg
gjorde	gjøre
noen	noen
skammelige	skammelig
overtramp	overtramp
i	i
begynnelsen	begynnelse
.	$.

-	$-
Som	som
hva	hva
da	da
?	$?

-	$-
Jeg	jeg
ble	bli
fanget	fange
opp	opp
av	av
den	den
psykosen	psykosen
som	som
alle	all
fotografer	fotograf
i	i
Dagbladet	Dagbladet
og	og
VG	VG
har	ha
kjent	kjenne
på	på
.	$.

Det	det
å	å
være	være
først	først
ute	ute
,	$,
komme	komme
tettest	tettest
på	på
,	$,
få	få
de	de
næreste	næreste
eller	eller
sterkeste	sterk
bildene	bilde
.	$.

I	i
enkelte	enkelt
drapssaker	drapssaker
tråkket	tråkke
jeg	jeg
over	over
noen	noen
etiske	etisk
og	og
moralske	moralsk
grenser	grense
jeg	jeg
har	ha
som	som
person	person
.	$.

-	$-
Og	og
nå	nå
liker	like
du	du
heller	heller
ikke	ikke
lyden	lyd
av	av
nyttårsraketter	nyttårsraketter
?	$?

-	$-
Jeg	jeg
tror	tro
alle	alle
som	som
har	ha
vært	være
i	i
konfliktområder	konfliktområder
der	der
folk	folk
skyter	skyte
med	med
skarpt	skarpt
mot	mot
hverandre	hverandre
,	$,
ikke	ikke
liker	like
lyden	lyd
av	av
eksplosjoner	eksplosjoner
og	og
skudd	skudd
.	$.

Jeg	jeg
synes	synes
det	det
er	være
veldig	veldig
ubehagelig	ubehagelig
.	$.

Filmstudenten	Filmstudenten
fra	fra
Oslo	Oslo
hadde	ha
fire	fire
fantastiske	fantastisk
år	år
i	i
Stockholm	Stockholm
.	$.

Han	han
sluttet	slutte
med	med
hjertemedisinen	hjertemedisinen
,	$,
og	og
klarte	klare
å	å
kontrollere	kontrollere
hjerteflimmeret	hjerteflimmeret
.	$.

I	i
1998	1998
debuterte	debutere
han	han
som	som
spillefilmregissør	spillefilmregissør
med	med
«	$"
Schpaaa	Schpaaa
»	$"
.	$.

På	på
ti	ti
år	år
har	ha
han	han
laget	lage
tre	tre
langfilmer	langfilmer
,	$,
og	og
en	en
rekke	rekke
reklamefilmer	reklamefilmer
for	for
alt	alt
fra	fra
Wasa	Wasa
knekkebrød	knekkebrød
til	til
Røkkes	Røkke
Aker	Aker
Kværner	Kværner
.	$.

Få	få
,	$,
om	om
noen	noen
norske	norsk
regissører	regissører
,	$,
har	ha
fått	få
så	så
mange	mange
strålende	stråle
filmanmeldelse	filmanmeldelse
-	$-
samtidig	samtidig
som	som
grusomme	grusom
slakt	slakt
..	..

Det	det
er	være
gjerne	gjerne
enten	enten
eller	eller
med	med
filmene	film
hans	hans
-	$-
mest	mye
enten	enten
.	$.

Så	så
langt	lang
har	ha
han	han
talt	tale
seg	seg
fram	fram
til	til
14	14
seksere	sekser
for	for
de	de
«	$"
deUSYNLIGE	deUSYNLIGE
»	$"
-	$-
en	en
film	film
som	som
er	være
kalt	kalle
alt	alt
fra	fra
et	en
mesterverk	mesterverk
til	til
meningsløst	meningsløs
pjatt	pjatt
.	$.

-	$-
At	at
noen	noen
få	få
anmeldere	anmelder
er	være
uenige	uenig
,	$,
representerer	representere
vel	vel
også	også
publikum	publikum
.	$.

Dette	dette
er	være
ikke	ikke
nødvendigvis	nødvendigvis
en	en
film	film
for	for
absolutt	absolutt
alle	alle
.	$.

At	at
det	det
emosjonelle	emosjonell
dramaet	drama
blir	bli
såpass	såpass
kraftig	kraftig
kan	kunne
virke	virke
feil	feil
på	på
enkelte	enkelt
.	$.

Sånn	sånn
er	være
det	det
vel	vel
alltid	alltid
,	$,
men	men
jeg	jeg
tror	tro
kanskje	kanskje
heller	heller
at	at
dette	dette
vekker	vekke
nysgjerrigheten	nysgjerrigheten
hos	hos
enkelte	enkelt
som	som
vil	ville
finne	finne
ut	ut
av	av
dette	dette
selv	selv
.	$.

At	at
det	det
finnes	finnes
lite	lite
imellom	imellom
av	av
kritikker	kritikker
,	$,
tar	ta
jeg	jeg
som	som
en	en
kjempekompliment	kjempekompliment
!	$!

Det	det
er	være
et	en
drømmesenario	drømmesenario
,	$,
der	der
filmen	film
har	ha
truffet	treffe
noe	noe
hos	hos
folk	folk
.	$.

Det	det
verste	vond
er	være
den	den
rungende	rungende
stillheten	stillheten
som	som
oppstår	oppstå
når	når
du	du
lander	lande
på	på
fjellstøe	fjellstøe
treere	treere
,	$,
og	og
alle	alle
er	være
enige	enig
om	om
at	at
dette	dette
er	være
en	en
passe	passe
film	film
-	$-
ikke	ikke
mer	mye
,	$,
ikke	ikke
mindre	liten
.	$.

-	$-
Hvor	hvor
mange	mange
tilbud	tilbud
har	ha
du	du
fått	få
fra	fra
Hollywood	Hollywood
?	$?

-	$-
Jeg	jeg
har	ha
fått	få
tilbud	tilbud
om	om
fire	fire
ulike	ulik
produksjoner	produksjoner
,	$,
og	og
mellom	mellom
50	50
og	og
60	60
manus	manus
.	$.

-	$-
Hvorfor	hvorfor
har	ha
du	du
sagt	si
nei	nei
?	$?

Er	være
ikke	ikke
Hollywood	Hollywood
drømmen	drøm
for	for
alle	all
regissører	regissører
?	$?

-	$-
Etter	etter
å	å
ha	ha
jobbet	jobbe
seks	seks
og	og
syv	syv
dager	dag
i	i
uka	uke
siden	siden
1992	1992
,	$,
har	ha
jeg	jeg
endelig	endelig
den	den
friheten	frihet
og	og
kontrollen	kontroll
jeg	jeg
har	ha
drømt	drømme
om	om
.	$.

Jeg	jeg
velger	velge
selv	selv
hvem	hvem
jeg	jeg
vil	ville
ha	ha
med	med
foran	foran
og	og
bak	bak
kamera	kamera
.	$.

Her	her
får	få
jeg	jeg
samarbeide	samarbeide
med	med
Harald	Harald
Rosenløw	Rosenløw
Eeg	Eeg
,	$,
som	som
er	være
den	den
manusforfatteren	manusforfatteren
jeg	jeg
har	ha
aller	aller
mest	mye
lyst	lyst
til	til
å	å
jobbe	jobbe
med	med
.	$.

Så	så
for	for
hvilken	hvilken
pris	pris
vil	ville
jeg	jeg
være	være
villig	villig
til	til
å	å
bytte	bytte
ut	ut
alt	all
dette	dette
med	med
å	å
være	være
en	en
«	$"
director	director
for	for
hire	hire
»	$"
,	$,
og	og
bare	bare
en	en
liten	liten
del	del
av	av
en	en
stor	stor
amerikansk	amerikansk
produksjon	produksjon
?	$?

Jeg	jeg
opplever	oppleve
frustrerte	frustrerte
kolleger	kollega
syte	syte
over	over
resultatet	resultat
når	når
de	de
kommer	komme
hjem	hjem
igjen	igjen
til	til
Sverige	Sverige
,	$,
Danmark	Danmark
eller	eller
Norge	Norge
.	$.

Men	men
hva	hva
trodde	tro
de	de
selv	selv
,	$,
da	da
?	$?

Dessuten	dessuten
bor	bo
jeg	jeg
i	i
verdens	verden
deiligste	deiligste
hus	hus
her	her
ute	ute
på	på
Jar	Jar
,	$,
og	og
kan	kunne
spasere	spasere
rett	rett
ned	ned
til	til
Filmparken	Filmparken
på	på
tre	tre
minutter	minutt
.	$.

-	$-
Hva	hva
skal	skulle
til	til
for	for
at	at
du	du
sier	si
ja	ja
til	til
Hollywood	Hollywood
?	$?

-	$-
Jeg	jeg
har	ha
sagt	si
ja	ja
til	til
et	en
par	par
av	av
tilbudene	tilbudene
under	under
forutsetning	forutsetning
av	av
viktige	viktig
manusendringer	manusendringer
.	$.

Da	da
det	det
ikke	ikke
skjedde	skje
,	$,
har	ha
det	det
vært	være
viktig	viktig
å	å
si	si
nei	nei
.	$.

Jeg	jeg
har	ha
et	en
ganske	ganske
avslappet	avslappet
forhold	forhold
til	til
det	det
der	der
borte	borte
.	$.

Det	det
som	som
skjer	skje
,	$,
det	det
skjer	skje
.	$.

Om	om
du	du
er	være
på	på
høyde	høyde
med	med
regissøren	regissøren
,	$,
kan	kunne
du	du
se	se
ned	ned
på	på
Filmparken	Filmparken
fra	fra
de	de
store	stor
vinduene	vindu
i	i
stua	stue
hans	hans
.	$.

Det	det
er	være
blitt	bli
sein	sein
formiddag	formiddag
,	$,
han	han
har	ha
servert	servere
kaffe	kaffe
,	$,
croissanter	croissanter
og	og
muffins	muffins
,	$,
og	og
ned	ned
fra	fra
andre	andre
etasje	etasje
kommer	komme
kona	kone
Kirsten	Kirsten
.	$.

Det	det
er	være
et	en
stykke	stykke
å	å
gå	gå
.	$.

-	$-
Er	være
han	han
flink	flink
?	$?
spør	spørre
hun	hun
.	$.

-	$-
Jeg	jeg
prater	prate
for	for
mye	mye
,	$,
svarer	svare
Erik	Erik
.	$.

-	$-
Ja	ja
,	$,
han	han
gjør	gjøre
det	det
.	$.

Erik	Erik
prater	prate
mye	mye
,	$,
sier	si
kona	kone
,	$,
smiler	smile
og	og
går	gå
.	$.

Hun	hun
jobber	jobbe
som	som
idéutvikler	idéutvikler
i	i
NRK	NRK
.	$.

Det	det
var	være
hun	hun
som	som
på	på
forhånd	forhånd
hadde	ha
sagt	si
til	til
oss	vi
at	at
«	$"
verden	verden
er	være
vakker	vakker
,	$,
men	men
Erik	Erik
gjør	gjøre
den	den
vakrere	vakrere
»	$"
.	$.

Måten	måte
hun	hun
omtaler	omtale
kjæresten	kjæreste
sin	sin
på	på
,	$,
får	få
selveste	selveste
Ari	Ari
Behn	Behn
til	til
å	å
framstå	framstå
som	som
en	en
nøktern	nøktern
romantiker	romantiker
:	$:

-	$-
Erik	Erik
er	være
det	det
flotteste	flott
mennesket	menneske
jeg	jeg
vet	vite
om	om
.	$.

Han	han
har	ha
en	en
kjærlighet	kjærlighet
til	til
livet	liv
,	$,
og	og
en	en
romantisk	romantisk
tilnærming	tilnærming
til	til
alle	alle
rundt	rundt
seg	seg
.	$.

Mange	mange
ganger	gang
i	i
uka	uke
sier	si
han	han
de	de
vakreste	vakker
ting	ting
en	en
kvinne	kvinne
kan	kunne
høre	høre
om	om
seg	seg
selv	selv
,	$,
sa	si
hun	hun
på	på
telefon	telefon
.	$.

I	i
tillegg	tillegg
fortalte	fortelle
hun	hun
at	at
Erik	Erik
er	være
uendelig	uendelig
glad	glad
i	i
barn	barn
,	$,
en	en
perfeksjonist	perfeksjonist
og	og
estetiker	estetiker
som	som
elsker	elske
å	å
stryke	stryke
klær	klær
.	$.

Når	når
han	han
er	være
ute	ute
og	og
reiser	reise
,	$,
kjøper	kjøpe
han	han
de	de
mest	mye
fantastiske	fantastisk
klesplaggene	klesplaggene
til	til
henne	hun
.	$.

Gir	gi
massasje	massasje
når	når
han	han
kommer	komme
hjem	hjem
.	$.

Setter	sette
på	på
en	en
sang	sang
eller	eller
film	film
som	som
passer	passe
til	til
humøret	humøret
hennes	hennes
.	$.

Og	og
hva	hva
gjør	gjøre
Erik	Erik
om	om
han	han
skal	skulle
unne	unne
seg	seg
noe	noe
ekstra	ekstra
?	$?

Da	da
tar	ta
han	han
gjerne	gjerne
fram	fram
en	en
novellebok	novellebok
,	$,
skjenker	skjenker
henne	hun
og	og
seg	seg
selv	selv
et	en
godt	god
glass	glass
vin	vin
.	$.

Og	og
leser	lese
høyt	høy
.	$.

Med	med
andre	annen
ord	ord
en	en
ganske	ganske
irriterende	irritere
fyr	fyr
.	$.

-	$-
Er	være
du	du
virkelig	virkelig
så	så
fantastisk	fantastisk
?	$?

-	$-
Nei	nei
,	$,
si	si
det	det
du	du
...	$...

Det	det
må	måtte
nesten	nesten
hun	hun
svare	svare
for	for
.	$.

Poppe	Poppe
vrir	vrir
på	på
den	den
lange	lang
kroppen	kropp
sin	sin
i	i
sofaen	sofa
.	$.

Er	være
han	han
blitt	bli
