penger	penge
koster	koste
det	det
jo	jo
ingenting	ingenting
,	$,
for	for
disse	disse
menneskene	menneske
får	få
jo	jo
bare	bare
tilbud	tilbud
om	om
stillinger	stilling
som	som
de	de
allerede	allerede
lønnes	lønnes
i	i
i	i
dag	dag
.	$.

Men	men
det	det
er	være
klart	klar
at	at
det	det
vil	ville
stille	stille
krav	krav
til	til
administrasjonen	administrasjon
i	i
kommunen	kommune
,	$,
som	som
må	måtte
organisere	organisere
arbeidskraften	arbeidskraften
i	i
helse-	helse-
og	og
omsorgsektoren	omsorgsektoren
bedre	god
.	$.

Det	det
er	være
også	også
bra	bra
for	for
de	de
eldre	gammel
,	$,
som	som
ikke	ikke
ønsker	ønske
masse	masse
forskjellige	forskjellig
mennesker	menneske
å	å
forholde	forholde
seg	seg
til	til
,	$,
sier	si
han	han
.	$.

LO-krav	LO-krav
innfridd	innfri
før	før
valget	valg
|	$|

Kravet	krav
om	om
rett	rett
på	på
større	stor
stillinger	stilling
for	for
arbeidstakere	arbeidstaker
som	som
over	over
tid	tid
jobber	jobbe
utover	utover
avtalt	avtale
arbeidstid	arbeidstid
var	være
et	en
av	av
fagbevegelsens	fagbevegelsens
hovedkrav	hovedkrav
før	før
neste	neste
bystyreperiode	bystyreperiode
.	$.

Også	også
to	to
andre	annen
av	av
LOs	LOs
krav	krav
ble	bli
innfridd	innfri
på	på
bystyremøtet	bystyremøtet
fredag	fredag
:	$:

to	to
forsøk	forsøk
med	med
30-timers	30-timers
arbeidsuke	arbeidsuke
og	og
pålegg	pålegg
om	om
at	at
70	70
prosent	prosent
av	av
alle	all
vikarer	vikar
som	som
brukes	bruke
i	i
kommunal	kommunal
regi	regi
skal	skulle
være	være
ansatt	ansatt
i	i
kommunen	kommune
.	$.

Dermed	dermed
opplever	oppleve
LO-general	LO-general
Byrkjeflot	Byrkjeflot
å	å
få	få
flere	mange
av	av
sine	sin
viktigste	viktig
krav	krav
for	for
neste	neste
periode	periode
innfridd	innfri
allerede	allerede
før	før
valget	valg
er	være
overstått	overstått
.	$.

-	$-
Nei	nei
,	$,
nå	nå
må	måtte
vi	vi
vel	vel
skjerpe	skjerpe
kravene	krav
.	$.

Dette	dette
viser	vise
jo	jo
Trondheimsmodellen	Trondheimsmodellen
på	på
sitt	sin
beste	god
,	$,
flirer	flirer
han	han
.	$.

-	$-
På	på
tide	tide
!	$!

Margot	Margot
Eriksson	Eriksson
,	$,
hjelpepleier	hjelpepleier
ved	ved
Ilsvika	Ilsvika
sykehjem	sykehjem
i	i
Trondheim	Trondheim
,	$,
regner	regne
med	med
å	å
øke	øke
stillingen	stilling
sin	sin
betydelig	betydelig
etter	etter
vedtaket	vedtak
i	i
Trondheim	Trondheim
bystyre	bystyre
.	$.

Hun	hun
er	være
ansatt	ansatt
i	i
en	en
20	20
prosent	prosent
stilling	stilling
,	$,
men	men
regner	regne
med	med
å	å
gå	gå
opp	opp
til	til
rundt	rundt
50	50
prosent	prosent
når	når
hun	hun
nå	nå
får	få
rett	rett
til	til
den	den
stillingsprosenten	stillingsprosenten
hun	hun
faktisk	faktisk
jobber	jobbe
i	i
.	$.

-	$-
Jeg	jeg
har	ha
jo	jo
ikke	ikke
råd	råd
til	til
å	å
si	si
nei	nei
til	til
ekstra	ekstra
vakter	vakt
,	$,
så	så
det	det
er	være
klart	klar
det	det
blir	bli
en	en
del	del
ekstra	ekstra
,	$,
sier	si
Eriksson	Eriksson
,	$,
som	som
mener	mene
det	det
er	være
den	den
økonomiske	økonomisk
usikkerheten	usikkerheten
som	som
er	være
verst	ille
med	med
det	det
å	å
jobbe	jobbe
i	i
en	en
så	så
liten	liten
stilling	stilling
.	$.

-	$-
Det	det
tar	ta
på	på
å	å
aldri	aldri
vite	vite
om	om
jeg	jeg
har	ha
nok	nok
penger	penge
til	til
å	å
betale	betale
husleia	husleia
neste	neste
måned	måned
.	$.

Med	med
en	en
20	20
prosent	prosent
stilling	stilling
har	ha
jeg	jeg
4000	4000
kr	kr
utbetalt	utbetale
i	i
måneden	måned
,	$,
du	du
kan	kunne
jo	jo
tenke	tenke
deg	du
selv	selv
hvor	hvor
langt	lang
det	det
rekker	rekke
,	$,
sier	si
hjelpepleieren	hjelpepleieren
.	$.

Hun	hun
ble	bli
ferdig	ferdig
med	med
helsefagarbeiderutdanningen	helsefagarbeiderutdanningen
i	i
januar	januar
,	$,
og	og
har	ha
jobbet	jobbe
ved	ved
Ilsvika	Ilsvika
sykehjem	sykehjem
annenhver	annenhver
helg	helg
siden	siden
det	det
.	$.

Erikssen	Erikssen
mener	mene
også	også
det	det
påvirker	påvirke
arbeidsmiljøet	arbeidsmiljø
og	og
tilbudet	tilbud
til	til
pasientene	pasient
at	at
så	så
mange	mange
jobber	jobbe
deltid	deltid
på	på
sykehjemmet	sykehjemmet
.	$.

-	$-
En	en
som	som
jobber	jobbe
i	i
hel	hel
stilling	stilling
tar	ta
mer	mye
ansvar	ansvar
på	på
arbeidsplassen	arbeidsplass
enn	enn
vi	vi
som	som
bare	bare
har	ha
små	liten
stillingsbrøker	stillingsbrøker
.	$.

Dessuten	dessuten
blir	bli
det	det
veldig	veldig
mange	mange
nye	ny
mennesker	menneske
å	å
forholde	forholde
seg	seg
til	til
for	for
pasientene	pasient
.	$.

Mange	mange
av	av
dem	de
er	være
demente	demente
,	$,
og	og
jeg	jeg
håper	håpe
virkelig	virkelig
at	at
dette	dette
vedtaket	vedtak
fører	føre
til	til
mange	mange
økte	øke
stillingsprosenter	stillingsprosenter
her	her
,	$,
slik	slik
at	at
pasientene	pasient
kan	kunne
føle	føle
seg	seg
enda	enda
tryggere	trygg
her	her
oss	vi
hos	hos
.	$.

Og	og
Erikssen	Erikssen
mener	mene
vedtaket	vedtak
ikke	ikke
kommer	komme
en	en
dag	dag
for	for
tidlig	tidlig
.	$.

-	$-
Det	det
finnes	finnes
ingen	ingen
gode	god
argumenter	argument
for	for
å	å
la	legge
folk	folk
være	være
ansatt	ansatt
i	i
så	så
små	liten
stillinger	stilling
.	$.

Så	så
det	det
var	være
jammen	jammen
på	på
tide	tide
.	$.

Kanskje	kanskje
vi	vi
etter	etter
hvert	hver
kan	kunne
få	få
mulighet	mulighet
til	til
100	100
prosent	prosent
stillinger	stilling
også	også
?	$?

-	$-
Lar	la
oss	vi
ikke	ikke
styre	styre
av	av
fagbevegelsen	fagbevegelsen
|	$|

-	$-
Hva	hva
KrF	KrF
skal	skulle
gjøre	gjøre
fram	fram
mot	mot
neste	neste
valg	valg
er	være
en	en
diskusjon	diskusjon
vi	vi
skal	skulle
ta	ta
i	i
partiet	parti
etter	etter
lokalvalget	lokalvalget
,	$,
sier	si
KrF-leder	KrF-leder
Knut	Knut
Arild	Arild
Hareide	Hareide
til	til
Klassekampen	klassekamp
.	$.

Han	han
er	være
opptatt	opptatt
av	av
at	at
avgjørelsene	avgjørelsene
om	om
KrFs	KrFs
veivalg	veivalg
skal	skulle
skje	skje
i	i
KrF	KrF
,	$,
uten	uten
for	for
mye	mye
innflytelse	innflytelse
fra	fra
andre	annen
aktører	aktør
.	$.

-	$-
KrF	KrF
er	være
ikke	ikke
et	en
parti	parti
som	som
lar	la
seg	seg
styre	styre
av	av
fagbevegelsen	fagbevegelsen
.	$.

Vi	vi
er	være
opptatt	opptatt
av	av
å	å
ha	ha
en	en
god	god
dialog	dialog
med	med
fagbevegelsen	fagbevegelsen
,	$,
men	men
det	det
er	være
viktig	viktig
for	for
oss	vi
å	å
bevare	bevare
vår	vår
egenart	egenart
,	$,
sier	si
Hareide	Hareide
.	$.

Han	han
mener	mene
det	det
er	være
for	for
tidlig	tidlig
å	å
trekke	trekke
konklusjoner	konklusjon
om	om
partiets	parti
veivalg	veivalg
fram	fram
mot	mot
stortingsvalget	stortingsvalg
i	i
2013	2013
.	$.

-	$-
Nå	nå
er	være
vi	vi
inne	inne
i	i
en	en
lokalvalgkamp	lokalvalgkamp
,	$,
og	og
å	å
konkludere	konkludere
nå	nå
er	være
verken	verken
noe	noe
som	som
er	være
rett	rett
eller	eller
som	som
vi	vi
er	være
beredt	beredt
på	på
å	å
gjøre	gjøre
,	$,
sier	si
KrF-lederen	KrF-lederen
.	$.

Han	han
vil	ville
i	i
alle	all
fall	fall
ikke	ikke
forplikte	forplikte
seg	seg
til	til
Flåthens	Flåthens
visjoner	visjoner
om	om
at	at
KrF	KrF
kan	kunne
være	være
med	med
på	på
å	å
demme	demme
opp	opp
mot	mot
privatisering	privatisering
og	og
konkurranseutsetting	konkurranseutsetting
av	av
offentlige	offentlig
tjenester	tjeneste
.	$.

-	$-
Vi	vi
har	ha
et	en
nyansert	nyansere
syn	syn
på	på
de	de
spørsmålene	spørsmål
.	$.

For	for
oss	vi
er	være
det	det
viktig	viktig
å	å
sikre	sikre
den	den
ideelle	ideell
virksomheten	virksomhet
innenfor	innenfor
de	de
offentlige	offentlig
tjenestene	tjeneste
,	$,
og	og
vi	vi
er	være
heller	heller
ikke	ikke
redde	redd
for	for
private	privat
initiativ	initiativ
.	$.

Men	men
det	det
blir	bli
feil	feil
å	å
gå	gå
nærmere	nær
inn	inn
i	i
den	den
debatten	debatt
nå	nå
,	$,
avslutter	avslutte
Hareide	Hareide
.	$.

Det	det
blodige	blodig
Roma	Roma
|	$|

Roma	Roma
er	være
mer	mye
en	enn
storslåtte	storslått
bygninger	bygning
.	$.

Byen	by
har	ha
også	også
en	en
mørk	mørk
historie	historie
med	med
bombeattentater	bombeattentater
og	og
drap	drap
.	$.

Vold	Vold
:	$:

Romas	Romas
voldelige	voldelig
historie	historie
fra	fra
1970-tallet	1970-tall
er	være
fortsatt	fortsatt
en	en
del	del
av	av
den	den
politiske	politisk
debatten	debatt
i	i
Italia	Italia
,	$,
hever	heve
Simen	Simen
Ekern	Ekern
.	$.

-	$-
Jeg	jeg
ville	ville
skildre	skildre
det	det
moderne	moderne
Romas	Romas
mørkere	mørkere
sider	side
,	$,
sier	si
forfatter	forfatter
og	og
journalist	journalist
Simen	Simen
Ekern	Ekern
.	$.

I	i
si	sin
nye	ny
bok	bok
om	om
den	den
italienske	italiensk
hovedstaden	hovedstad
skildrer	skildre
han	han
de	de
brutale	brutal
politiske	politisk
begivenhetene	begivenhetene
som	som
preget	prege
Roma	Roma
på	på
1970-tallet	1970-tall
.	$.

På	på
den	den
tida	tid
herjet	herjet
blant	blant
annet	annen
den	den
venstreekstremistiske	venstreekstremistiske
grupperingen	grupperingen
De	De
røde	rød
brigader	brigader
.	$.

De	de
sto	stå
bak	bak
kidnappingen	kidnapping
og	og
drapet	drap
på	på
politikeren	politiker
Aldo	Aldo
Moro	Moro
,	$,
som	som
ble	bli
et	en
symbol	symbol
på	på
de	de
blodige	blodig
handlingene	handling
.	$.

Et	en
annet	annen
Roma	Roma
|	$|

-	$-
Jeg	jeg
kunne	kunne
selvsagt	selvsagt
ha	ha
skrevet	skrive
en	en
bok	bok
hvor	hvor
jeg	jeg
trakk	trekke
de	de
lengste	lang
linjene	linje
til	til
«	$"
Den	den
evige	evig
stad	stad
»	$"
.	$.

Men	men
jeg	jeg
hadde	ha
et	en
ønske	ønske
om	om
å	å
nøste	nøste
opp	opp
noen	noen
av	av
de	de
politiske	politisk
mysteriene	mysteriene
som	som
preger	prege
byen	by
i	i
dag	dag
.	$.

Og	og
da	da
måtte	måtte
jeg	jeg
løfte	løfte
fram	fram
de	de
øverste	øvre
lagene	lag
i	i
Romas	Romas
mangfoldige	mangfoldig
historie	historie
.	$.

Og	og
1970-tallet	1970-tall
er	være
et	en
svært	svær
sentralt	sentral
tiår	tiår
i	i
denne	denne
sammenhengen	sammenheng
.	$.

Boka	bok
er	være
både	både
en	en
reiseskildring	reiseskildring
og	og
et	en
politisk	politisk
essay	essay
.	$.

Ekern	Ekern
forteller	fortelle
at	at
det	det
var	være
nødvendig	nødvendig
å	å
bruke	bruke
begge	begge
sjangrene	sjanger
for	for
å	å
si	si
noe	noe
vesentlig	vesentlig
om	om
byen	by
han	han
er	være
så	så
fascinert	fascinere
av	av
:	$:

-	$-
For	for
mange	mange
er	være
Roma	Roma
ensbetydende	ensbetydende
med	med
Colosseum	Colosseum
,	$,
Spansketrappen	Spansketrappen
og	og
Pantheon	Pantheon
.	$.

Og	og
Roma	Roma
framstår	framstå
ofte	ofte
som	som
en	en
romantisk	romantisk
og	og
koselig	koselig
by	by
med	med
masse	masse
storslåtte	storslått
bygninger	bygning
og	og
en	en
gloriøs	gloriøs
historie	historie
.	$.

Jeg	jeg
ønsket	ønske
å	å
få	få
fram	fram
andre	annen
sider	side
ved	ved
denne	denne
byen	by
.	$.

-	$-
Det	det
er	være
blitt	bli
en	en
ganske	ganske
dyster	dyster
bok	bok
?	$?

-	$-
Nja	Nja
,	$,
den	den
slutter	slutte
da	da
ganske	ganske
optimistisk	optimistisk
.	$.

Men	men
skal	skulle
man	man
skrive	skrive
om	om
Romas	Romas
skjønnhet	skjønnhet
,	$,
må	måtte
man	man
også	også
skrive	skrive
om	om
de	de
mørke	mørk
sidene	side
.	$.

Det	det
moderne	moderne
Roma	Roma
har	ha
ei	en
ganske	ganske
blodig	blodig
og	og
konfliktfylt	konfliktfylt
fortid	fortid
.	$.

Og	og
det	det
politiske	politisk
livet	liv
i	i
byen	by
er	være
fremdeles	fremdeles
preget	prege
av	av
si	sin
nære	nær
fortid	fortid
.	$.

-	$-
Det	det
er	være
en	en
kamp	kamp
om	om
historien	historie
.	$.

Mange	mange
sentrale	sentral
aktører	aktør
fra	fra
dette	dette
tiåret	tiår
har	ha
sluppet	slippe
billig	billig
unna	unna
.	$.

Og	og
enkelte	enkelt
hevder	hevde
at	at
ansvarsfordelingen	ansvarsfordeling
er	være
blitt	bli
pulverisert	pulverisert
.	$.

Og	og
at	at
de	de
voldelige	voldelig
handlingene	handling
er	være
blitt	bli
relativisert	relativisert
.	$.

Det	det
finnes	finnes
faktisk	faktisk
akademikere	akademikere
som	som
har	ha
anbefalt	anbefale
en	en
sannhetskommisjon	sannhetskommisjon
som	som
vi	vi
så	se
i	i
Sør-Afrika	Sør-Afrika
etter	etter
Apartheid-regimets	Apartheid-regimets
fall	fall
,	$,
sier	si
Ekern	Ekern
.	$.

Ekern	Ekern
forteller	fortelle
videre	vid
at	at
det	det
aldri	aldri
er	være
blitt	bli
foretatt	foreta
en	en
skikkelig	skikkelig
oppvask	oppvask
etter	etter
de	de
voldelige	voldelig
episodene	episode
.	$.

-	$-
En	en
av	av
de	de
mest	mye
kjente	kjent
venstreekstremistene	venstreekstremistene
lever	leve
fremdeles	fremdeles
i	i
eksil	eksil
i	i
Brasil	Brasil
.	$.

Hans	hans
tilhengere	tilhenger
,	$,
kjente	kjent
mennesker	menneske
i	i
mange	mange
land	land
,	$,
mener	mene
han	han
er	være
uskyldig	uskyldig
.	$.

Mange	mange
italienere	italienere
mener	mene
han	han
må	måtte
sendes	sende
tilbake	tilbake
til	til
Italia	Italia
for	for
å	å
la	legge
det	det
italienske	italiensk
rettsvesenet	rettsvesenet
gjøre	gjøre
jobben	jobb
sin	sin
.	$.

Det	det
er	være
også	også
folk	folk
innen	innen
det	det
italienske	italiensk
statsapparatet	statsapparatet
som	som
har	ha
litt	litt
å	å
svare	svare
for	for
,	$,
men	men
de	de
er	være
nok	nok
ikke	ikke
i	i
tilstrekkelig	tilstrekkelig
grad	grad
blitt	bli
konfrontert	konfrontere
med	med
sine	sin
handlinger	handling
.	$.

Man	man
har	ha
heller	heller
ikke	ikke
funnet	finne
gjerningsmennene	gjerningsmann
bak	bak
mange	mange
attentater	attentat
.	$.

Med	med
flere	mange
slike	slik
uoppklarte	uoppklarte
saker	sak
,	$,
er	være
det	det
vanskelig	vanskelig
å	å
komme	komme
videre	vid
.	$.

Fascismen	Fascismen
vender	vende
tilbake	tilbake
|	$|

Ekern	Ekern
trekker	trekke
også	også
fram	fram
arven	arv
fra	fra
fascismen	fascismen
som	som
et	en
av	av
de	de
områdene	område
hvor	hvor
den	den
nære	nær
historien	historie
fortsatt	fortsatt
spiller	spille
en	en
viktig	viktig
rolle	rolle
.	$.

Han	han
har	ha
snakket	snakke
flere	mange
personer	person
som	som
bærer	bære
på	på
den	den
fascistiske	fascistiske
arven	arv
.	$.

Av	av
det	det
mer	mye
kuriøse	kuriøse
slaget	slag
er	være
en	en
nostalgiker	nostalgiker
som	som
bærer	bære
øredobber	øredobber
med	med
bilde	bilde
av	av
diktatoren	diktatoren
Benito	Benito
Mussolini	Mussolini
.	$.

Men	men
Ekern	Ekern
har	ha
også	også
intervjuet	intervjue
lederen	leder
for	for
en	en
gruppering	gruppering
kalt	kalle
«	$"
Romas	Romas
folk	folk
»	$"
,	$,
noe	noe
som	som
kanskje	kanskje
representerer	representere
noe	noe
som	som
er	være
mer	mye
bekymringsverdig	bekymringsverdig
.	$.

Denne	denne
bevegelsen	bevegelse
har	ha
sitt	sin
utspring	utspring
i	i
tribunene	tribun
på	på
Stadio	Stadio
Olympico	Olympico
i	i
Roma	Roma
.	$.

«	$"
Romas	Romas
folk	folk
»	$"
og	og
den	den
mer	mye
innflytelsesrike	innflytelsesrik
«	$"
Casa	Casa
Pound	Pound
»	$"
rekrutterer	rekrutterer
sine	sin
medlemmer	medlem
blant	blant
fotballhooligans	fotballhooligans
og	og
arbeidsledige	arbeidsledige
.	$.

-	$-
De	de
snakker	snakke
om	om
identitet	identitet
,	$,
Europas	Europa
storhet	storhet
og	og
advarer	advare
mot	mot
tendenser	tendenser
til	til
islamisering	islamisering
.	$.

I	i
tillegg	tillegg
beskylder	beskylde
de	de
68-generasjonen	68-generasjonen
for	for
å	å
ha	ha
relativisert	relativisert
grunnleggende	grunnleggende
europeiske	europeisk
verdier	verdi
.	$.

Sjargongen	Sjargongen
de	de
bruker	bruke
er	være
svært	svær
litt	litt
den	den
vi	vi
treffer	treffe
på	på
hos	hos
høyreekstreme	høyreekstrem
i	i
andre	annen
land	land
.	$.

Ikke	ikke
minst	liten
tanken	tanke
om	om
at	at
Europa	Europa
er	være
ved	ved
et	en
vendepunkt	vendepunkt
.	$.

Denne	denne
politiske	politisk
retorikken	retorikk
blir	bli
krydret	krydret
med	med
romersk	romersk
mytologi	mytologi
,	$,
hevder	hevde
Ekern	Ekern
.	$.

For	for
å	å
belyse	belyse
hvordan	hvordan
«	$"
Romas	Romas
folk	folk
»	$"
markerer	markere
en	en
politisk	politisk
klimaskifte	klimaskifte
,	$,
viser	vise
Ekern	Ekern
til	til
de	de
to	to
store	stor
fotballklubbene	fotballklubbene
i	i
Roma	Roma
,	$,
nemlig	nemlig
Lazio	Lazio
og	og
Roma	Roma
.	$.

-	$-
Før	før
var	være
det	det
slik	slik
at	at
Lazio	Lazio
var	være
på	på
høyresida	høyresida
i	i
det	det
politiske	politisk
landskapet	landskap
.	$.

Folk	folk
på	på
venstresida	venstresida
holdt	holde
med	med
Roma	Roma
.	$.

Nå	nå
er	være
disse	disse
tradisjonelle	tradisjonell
skillelinjene	skillelinje
visket	visket
ut	ut
,	$,
uttaler	uttale
han	han
.	$.

Ekern	Ekern
forteller	fortelle
videre	vid
om	om
hvordan	hvordan
høyredreiningen	høyredreiningen
på	på
tribunene	tribun
er	være
blitt	bli
mer	mye
og	og
mer	mye
tydelig	tydelig
.	$.

-	$-
Nå	nå
er	være
det	det
dagligdags	dagligdags
å	å
hilse	hilse
med	med
strak	strak
arm	arm
og	og
åpen	åpen
hånd	hånd
i	i
Lazio-svingen	Lazio-svingen
,	$,
altså	altså
en	en
klassisk	klassisk
fascisthilsen	fascisthilsen
.	$.

Det	det
skjer	skje
også	også
fordi	fordi
grupper	gruppe
som	som
«	$"
Romas	Romas
folk	folk
»	$"
er	være
med	med
på	på
å	å
legitimere	legitimere
en	en
slik	slik
symbolikk	symbolikk
.	$.

De	de
ufarliggjør	ufarliggjør
og	og
bortforklarer	bortforklarer
de	de
gamle	gammel
fascistiske	fascistiske
symbolene	symbolene
.	$.

Politisk	politisk
flørt	flørt
|	$|

-	$-
Vatikanstaten	Vatikanstaten
ligger	ligge
som	som
kjent	kjent
i	i
Roma	Roma
.	$.

Hvordan	hvordan
preges	prege
byen	by
av	av
blandingen	blandingen
av	av
religion	religion
og	og
politikk	politikk
?	$?

-	$-
Roma	Roma
er	være
kristendommens	kristendommens
sentrum	sentrum
,	$,
og	og
det	det
er	være
stor	stor
oppslutning	oppslutning
om	om
paven	pave
.	$.

Holdningen	Holdningen
er	være
at	at
Paven	pave
tilhører	tilhøre
romerne	romerne
.	$.

Samtidig	samtidig
er	være
det	det
en	en
reell	reell
kamp	kamp
om	om
religionens	religionens
rolle	rolle
i	i
Roma	Roma
og	og
Italia	Italia
.	$.

Den	den
katolske	katolsk
kirken	kirke
har	ha
mye	mye
makt	makt
.	$.

Og	og
den	den
bedriver	bedriver
en	en
aktiv	aktiv
kamp	kamp
mot	mot
sekularisering	sekularisering
og	og
mot	mot
andre	annen
religioner	religion
.	$.

-	$-
Det	det
er	være
nok	nok
også	også
en	en
sentral	sentral
oppfatning	oppfatning
blant	blant
enkelte	enkelt
religiøse	religiøs
ledere	leder
at	at
det	det
foregår	foregå
en	en
avgjørende	avgjørende
kamp	kamp
om	om
kristendommens	kristendommens
rolle	rolle
i	i
Europa	Europa
,	$,
og	og
den	den
finner	finne
sted	sted
i	i
Roma	Roma
.	$.

-	$-
Den	den
katolske	katolsk
kirken	kirke
er	være
svært	svær
flinke	flink
til	til
å	å
danne	danne
allianser	allianse
innen	innen
de	de
fleste	mange
politiske	politisk
partier	parti
i	i
Roma	Roma
.	$.

Det	det
har	ha
også	også
en	en
enorm	enorm
moralsk	moralsk
betydning	betydning
hva	hva
kirken	kirke
mener	mene
.	$.

Det	det
er	være
ikke	ikke
uproblematisk	uproblematisk
at	at
mange	mange
politikere	politiker
prøver	prøve
å	å
opprettholde	opprettholde
en	en
flørt	flørt
med	med
Vatikanet	Vatikanet
.	$.

Dette	dette
styrker	styrke
innflytelsen	innflytelsen
Den	Den
katolske	katolsk
kirken	kirke
har	ha
i	i
det	det
politiske	politisk
livet	liv
,	$,
hevder	hevde
Ekern	Ekern
.	$.

-	$-
Vatikanet	Vatikanet
har	ha
vel	vel
også	også
noen	noen
svin	svin
på	på
skogen	skog
?	$?

-	$-
Vatikanet	Vatikanet
har	ha
utvilsomt	utvilsom
operert	operere
i	i
gråsoner	gråsoner
med	med
henblikk	henblikk
på	på
økonomisk	økonomisk
kriminalitet	kriminalitet
.	$.

De	de
som	som
har	ha
sett	se
filmen	film
Gudfaren	Gudfaren
III	III
,	$,
vil	ville
nok	nok
nikke	nikke
gjenkjennende	gjenkjennende
til	til
denne	denne
opplysningen	opplysning
.	$.

I	i
filmen	film
blir	bli
det	det
antydet	antyde
at	at
det	det
eksisterer	eksistere
en	en
allianse	allianse
mellom	mellom
Vatikanet	Vatikanet
og	og
den	den
sicilianske	sicilianske
mafiaen	mafiaen
som	som
vedrører	vedrører
hemmelige	hemmelig
pengetransaksjoner	pengetransaksjoner
.	$.

Ekern	Ekern
hevder	hevde
at	at
fiksjonen	fiksjonen
på	på
dette	dette
punktet	punkt
likner	likne
mye	mye
på	på
virkeligheten	virkelighet
.	$.

-	$-
Vatikanet	Vatikanet
har	ha
også	også
hatt	ha
en	en
utstrakt	utstrakt
vilje	vilje
til	til
å	å
lukke	lukke
øynene	øye
for	for
mye	mye
av	av
det	det
som	som
har	ha
foregått	foregå
av	av
lyssky	lyssky
aktivitet	aktivitet
,	$,
hevder	hevde
han	han
.	$.

Geriatrisk	Geriatrisk
kultur	kultur
|	$|

Det	det
politiske	politisk
livet	liv
i	i
Italia	Italia
framstår	framstå
for	for
mange	mange
som	som
nokså	nokså
eksentrisk	eksentrisk
.	$.

Størrelser	Størrelser
som	som
Silvio	Silvio
Berlusconi	Berlusconi
og	og
Giulio	Giulio
Andreotti	Andreotti
har	ha
styrket	styrke
bildet	bilde
av	av
italienske	italiensk
politikere	politiker
som	som
skandaleomsuste	skandaleomsuste
og	og
myteomspunnede	myteomspunnede
.	$.

-	$-
Andreotti	Andreotti
har	ha
gjort	gjøre
ting	ting
som	som
ikke	ikke
har	ha
vært	være
særlig	særlig
legitimt	legitim
med	med
tanke	tanke
på	på
hans	hans
politiske	politisk
posisjon	posisjon
.	$.

Man	man
kan	kunne
kalle	kalle
det	det
kynisme	kynisme
,	$,
eller	eller
en	en
særegen	særegen
form	form
for	for
romersk	romersk
pragmatisme	pragmatisme
,	$,
sier	si
Ekern	Ekern
.	$.

Andreotti	Andreotti
er	være
en	en
av	av
de	de
mest	mye
gåtefulle	gåtefulle
politikerne	politiker
i	i
Italias	Italia
etterkrigshistorie	etterkrigshistorie
.	$.

Han	han
omtales	omtale
av	av
enkelte	enkelt
som	som
«	$"
Guden	Guden
Giulio	Giulio
»	$"
og	og
skal	skulle
etter	etter
sigende	sigende
ha	ha
bygget	bygge
opp	opp
mye	mye
av	av
sin	sin
makt	makt
med	med
støtte	støtte
fra	fra
den	den
sicilianske	sicilianske
mafiaen	mafiaen
.	$.

Andreotti	Andreotti
er	være
nå	nå
blitt	bli
92	92
år	år
og	og
vaker	vaker
fremdeles	fremdeles
i	i
Romas	Romas
politiske	politisk
landskap	landskap
.	$.

Han	han
er	være
dermed	dermed
blitt	bli
en	en
symbol	symbol
for	for
det	det
Ekern	Ekern
omtaler	omtale
som	som
en	en
geriatrisk	geriatrisk
politisk	politisk
kultur	kultur
i	i
Italia	Italia
.	$.

-	$-
Han	han
er	være
også	også
et	en
eksempel	eksempel
på	på
hvordan	hvordan
de	de
overlapping	overlapping
mellom	mellom
ulike	ulik
maktfelt	maktfelt
som	som
det	det
politiske	politisk
,	$,
det	det
religiøse	religiøs
og	og
det	det
kriminelle	kriminell
